ImageID,Prediction,Score
00a159a661a2f5aa,0,0.8936452824420477
00a159a661a2f5aa,1,0.893012595474663
00a159a661a2f5aa,1,0.8891115593967394
00a159a661a2f5aa,1,0.8885929883822195
00a159a661a2f5aa,0,0.8883121634354754
00a159a661a2f5aa,1,0.8856581498907491
00a159a661a2f5aa,1,0.8856047703681718
00a159a661a2f5aa,1,0.8846304888726864
00a159a661a2f5aa,0,0.8835738484458979
00a159a661a2f5aa,0,0.882085862746657
00a159a661a2f5aa,1,0.8801054140045019
00a159a661a2f5aa,0,0.8786996408155205
00a159a661a2f5aa,1,0.8784565011833677
00a159a661a2f5aa,1,0.8783206442079835
00a159a661a2f5aa,1,0.8782899974491731
00a159a661a2f5aa,1,0.8771775713847971
00a159a661a2f5aa,1,0.8763312536233665
00a159a661a2f5aa,1,0.8732839948427227
00a159a661a2f5aa,0,0.8729015311405856
00a159a661a2f5aa,1,0.8716069166710746
00a159a661a2f5aa,1,0.8697647939572182
00a159a661a2f5aa,1,0.867443738115669
00a159a661a2f5aa,1,0.8672347811005153
00a159a661a2f5aa,1,0.867097523643322
00a159a661a2f5aa,1,0.8665262926660405
00a159a661a2f5aa,0,0.8660427395724996
00a159a661a2f5aa,0,0.8659050351239574
00a159a661a2f5aa,1,0.865688534703961
00a159a661a2f5aa,0,0.864365540333688
00a159a661a2f5aa,0,0.8636739642083854
00a159a661a2f5aa,1,0.8624932993162893
00a159a661a2f5aa,1,0.8619915086770004
00a159a661a2f5aa,1,0.8613269710260714
00a159a661a2f5aa,0,0.8607680663197833
00a159a661a2f5aa,1,0.8605214975342015
00a159a661a2f5aa,1,0.8604813913235606
00a159a661a2f5aa,1,0.8604779023080094
00a159a661a2f5aa,0,0.8603801424062402
00a159a661a2f5aa,1,0.8599618103328132
00a159a661a2f5aa,1,0.8599120934591105
00a159a661a2f5aa,1,0.8598702325513894
00a159a661a2f5aa,0,0.858557984132974
00a159a661a2f5aa,1,0.8584417535728379
00a159a661a2f5aa,0,0.8582858048136739
00a159a661a2f5aa,1,0.8581711252323689
00a159a661a2f5aa,1,0.857954532438683
00a159a661a2f5aa,0,0.8576478778043863
00a159a661a2f5aa,1,0.8575328186082333
