ImageID,Prediction,Score
01ab773186c630c4,1,0.9351211095727716
01ab773186c630c4,1,0.93454157878143
01ab773186c630c4,1,0.9319792432512567
01ab773186c630c4,1,0.928875172520691
01ab773186c630c4,1,0.9286754525917622
01ab773186c630c4,1,0.9272543223097113
01ab773186c630c4,1,0.9267523753110654
01ab773186c630c4,1,0.9251309457226755
01ab773186c630c4,1,0.9250703132968232
01ab773186c630c4,1,0.9247307893426252
01ab773186c630c4,1,0.9246091108181359
01ab773186c630c4,1,0.9232229468591946
01ab773186c630c4,1,0.9227103790014158
01ab773186c630c4,1,0.92185282753858
01ab773186c630c4,1,0.9208697434399655
01ab773186c630c4,1,0.9199247740215712
01ab773186c630c4,1,0.9177563635961574
01ab773186c630c4,1,0.917153773065529
01ab773186c630c4,1,0.9166292055614589
01ab773186c630c4,1,0.9160264832396572
01ab773186c630c4,0,0.9159321971175143
01ab773186c630c4,1,0.9129345691702735
01ab773186c630c4,1,0.9121386819714263
01ab773186c630c4,1,0.9110095562121914
01ab773186c630c4,1,0.9107410125799118
01ab773186c630c4,1,0.9100030998825585
01ab773186c630c4,1,0.9094945279533266
01ab773186c630c4,1,0.9092469474045967
01ab773186c630c4,1,0.9092312686070609
01ab773186c630c4,1,0.9091960976549573
01ab773186c630c4,1,0.9087391362282462
01ab773186c630c4,1,0.9083826146006428
01ab773186c630c4,1,0.9082044044656503
01ab773186c630c4,1,0.9080283488159477
01ab773186c630c4,1,0.907890132077315
01ab773186c630c4,1,0.9076823568849534
01ab773186c630c4,1,0.9075329848100389
01ab773186c630c4,1,0.9068759101782532
01ab773186c630c4,1,0.9067195258276453
01ab773186c630c4,1,0.9064810414059524
01ab773186c630c4,1,0.9063602082680672
01ab773186c630c4,1,0.9062844244071186
01ab773186c630c4,1,0.9062247638508008
01ab773186c630c4,1,0.9061144839461543
01ab773186c630c4,0,0.9052790740029131
01ab773186c630c4,1,0.9050590830426384
01ab773186c630c4,1,0.9050014445201571
01ab773186c630c4,1,0.9043091385070623
01ab773186c630c4,1,0.9040920123884484
01ab773186c630c4,1,0.903517076136368
01ab773186c630c4,1,0.9033322420556797
01ab773186c630c4,1,0.9030357138268706
01ab773186c630c4,1,0.9022955907324413
01ab773186c630c4,1,0.9020981894423098
01ab773186c630c4,1,0.9018388669549505
01ab773186c630c4,1,0.9015000609188235
01ab773186c630c4,1,0.9013245869100205
01ab773186c630c4,1,0.9012894721832513
01ab773186c630c4,1,0.9011187260086797
01ab773186c630c4,1,0.9009641780005595
01ab773186c630c4,1,0.9007127527422284
01ab773186c630c4,1,0.9003163657136739
01ab773186c630c4,1,0.9002660711984902
01ab773186c630c4,1,0.8993713362962172
01ab773186c630c4,1,0.8992986242923297
01ab773186c630c4,1,0.8989602923049749
01ab773186c630c4,1,0.8979091362568009
01ab773186c630c4,1,0.8977008008086419
01ab773186c630c4,1,0.897636036416686
01ab773186c630c4,1,0.8975371453519647
01ab773186c630c4,1,0.8975357756347752
01ab773186c630c4,1,0.8971416451400844
01ab773186c630c4,1,0.8969800276068995
01ab773186c630c4,1,0.8968120676403104
01ab773186c630c4,1,0.8967707559955636
01ab773186c630c4,1,0.8967509845505787
01ab773186c630c4,1,0.8964528639702185
01ab773186c630c4,1,0.8962624153277438
01ab773186c630c4,1,0.8962216424320208
01ab773186c630c4,1,0.8959846492919307
01ab773186c630c4,1,0.8959305772471706
01ab773186c630c4,1,0.8956519097866975
01ab773186c630c4,1,0.8954876931608519
01ab773186c630c4,1,0.8953939953321599
01ab773186c630c4,1,0.895167331223449
01ab773186c630c4,1,0.8951121516535372
01ab773186c630c4,0,0.8942687674884995
01ab773186c630c4,1,0.8940225393426261
01ab773186c630c4,1,0.8936881295682074
01ab773186c630c4,1,0.8936820323234914
01ab773186c630c4,0,0.893671068595903
01ab773186c630c4,1,0.8933253183361898
01ab773186c630c4,0,0.8931201284488961
01ab773186c630c4,1,0.8929578349604828
01ab773186c630c4,1,0.8927684222659111
01ab773186c630c4,1,0.8925232996013166
01ab773186c630c4,1,0.8924444190764506
01ab773186c630c4,1,0.8922795017715834
01ab773186c630c4,1,0.8922011317013545
01ab773186c630c4,1,0.8921267472439165
01ab773186c630c4,1,0.8920671875608372
01ab773186c630c4,1,0.8918152694817483
01ab773186c630c4,1,0.8917821384483694
01ab773186c630c4,1,0.8915296810577582
01ab773186c630c4,1,0.8915123501276793
01ab773186c630c4,1,0.8913243598742413
01ab773186c630c4,1,0.8909677564240626
01ab773186c630c4,1,0.8909618759705746
01ab773186c630c4,1,0.8904846138044542
01ab773186c630c4,1,0.8904337806341951
01ab773186c630c4,1,0.890400172117427
01ab773186c630c4,1,0.890290045707496
01ab773186c630c4,1,0.8901628215607478
01ab773186c630c4,1,0.8900618724911518
01ab773186c630c4,0,0.8898208859489609
01ab773186c630c4,1,0.8897783941319586
01ab773186c630c4,1,0.8895960056759304
01ab773186c630c4,1,0.8891693812182899
01ab773186c630c4,1,0.8890080158738769
01ab773186c630c4,1,0.8889569219594529
01ab773186c630c4,1,0.8888366647841164
01ab773186c630c4,1,0.8888127146871394
01ab773186c630c4,1,0.888404665301983
01ab773186c630c4,1,0.8882020655782878
