ImageID,Prediction,Score
01c04124383a9a02,1,1.45517508173848e-05
01c04124383a9a02,1,1.4382079124032422e-05
01c04124383a9a02,1,1.34983010457218e-05
01c04124383a9a02,1,1.3020606093615049e-05
01c04124383a9a02,1,1.228699248816123e-05
01c04124383a9a02,1,1.1671591748065393e-05
01c04124383a9a02,1,1.1009902961330531e-05
01c04124383a9a02,1,1.0669781235264603e-05
01c04124383a9a02,1,1.0608566630512499e-05
01c04124383a9a02,1,1.0568669681153582e-05
02da35e6e72d6816,1,1.2190780942852762e-05
02da35e6e72d6816,1,1.1137021247610191e-05
02da35e6e72d6816,1,1.0806206958844034e-05
02da35e6e72d6816,1,1.0701030805697602e-05
02da35e6e72d6816,1,1.0610575517799189e-05
02da35e6e72d6816,1,1.0307584147664769e-05
02da35e6e72d6816,1,1.0215326617397121e-05
02da35e6e72d6816,1,1.0206588541755573e-05
02da35e6e72d6816,1,1.0140356581885197e-05
02da35e6e72d6816,1,1.0103259954598556e-05
059762c5ad4c9915,1,1.2969638871079526e-05
059762c5ad4c9915,1,1.2199509332797565e-05
059762c5ad4c9915,1,1.2146593988081542e-05
059762c5ad4c9915,1,1.2132266943364286e-05
059762c5ad4c9915,1,1.04267819331066e-05
059762c5ad4c9915,1,1.0358083461128567e-05
059762c5ad4c9915,1,1.0232238486069114e-05
059762c5ad4c9915,1,1.0203727445043703e-05
059762c5ad4c9915,0,1.0198923878450844e-05
059762c5ad4c9915,1,1.0191542849896781e-05
078f626aaf5d66b3,1,1.3670811439301564e-05
078f626aaf5d66b3,1,1.1930776420175822e-05
078f626aaf5d66b3,1,1.1475649480064615e-05
078f626aaf5d66b3,1,1.1234352416312701e-05
078f626aaf5d66b3,1,1.114462871397366e-05
078f626aaf5d66b3,1,1.1131789610135725e-05
078f626aaf5d66b3,1,1.1130864407697685e-05
078f626aaf5d66b3,1,1.1070362934940289e-05
078f626aaf5d66b3,0,1.0911974198610692e-05
078f626aaf5d66b3,1,1.0901490173271133e-05
0801961485534636,1,7.037198209761162e-06
0801961485534636,0,6.604995308097054e-06
0801961485534636,1,6.305687024729037e-06
0801961485534636,0,6.272292568442187e-06
0801961485534636,1,6.2002738795133955e-06
0801961485534636,1,6.123149278613025e-06
0801961485534636,1,6.111806051072356e-06
0801961485534636,1,6.109069900657256e-06
0801961485534636,1,6.069146648226352e-06
0801961485534636,1,6.060677222710296e-06
0c45e0bb7ec6a115,1,1.1211746449794557e-05
0c45e0bb7ec6a115,1,1.1091791934936324e-05
0c45e0bb7ec6a115,1,1.0244783595742442e-05
0c45e0bb7ec6a115,1,1.0100489311519786e-05
0c45e0bb7ec6a115,1,9.932102056427695e-06
0c45e0bb7ec6a115,1,9.794195489210958e-06
0c45e0bb7ec6a115,1,9.762480101922747e-06
0c45e0bb7ec6a115,1,9.654635425739764e-06
0c45e0bb7ec6a115,1,9.39673656790837e-06
0c45e0bb7ec6a115,1,9.167964252869282e-06
0d605ebce175a954,1,9.304599273038089e-06
0d605ebce175a954,1,9.160467773506094e-06
0d605ebce175a954,1,8.913844696814019e-06
0d605ebce175a954,1,8.823639240285547e-06
0d605ebce175a954,1,8.76998706398852e-06
0d605ebce175a954,1,8.738145349298515e-06
0d605ebce175a954,1,8.656184429486741e-06
0d605ebce175a954,1,8.439281583633883e-06
0d605ebce175a954,1,8.339135399955504e-06
0d605ebce175a954,1,8.326154014629473e-06
0e33ed07b5579745,1,1.0419189650307975e-05
0e33ed07b5579745,1,1.0276416259348716e-05
0e33ed07b5579745,1,9.967008821314028e-06
0e33ed07b5579745,1,9.849282430261915e-06
0e33ed07b5579745,1,9.767648001658286e-06
0e33ed07b5579745,1,9.700064290073768e-06
0e33ed07b5579745,1,9.629838955357354e-06
0e33ed07b5579745,1,9.560338139042931e-06
0e33ed07b5579745,1,9.426617703468556e-06
0e33ed07b5579745,1,9.380386583113706e-06
0ece200ac7184f23,1,3.93379502209576e-06
0ece200ac7184f23,1,3.4239982790343006e-06
0ece200ac7184f23,1,3.3929412955576566e-06
0ece200ac7184f23,1,3.358218819926364e-06
0ece200ac7184f23,1,3.3502408829775023e-06
0ece200ac7184f23,1,3.3349456582674196e-06
0ece200ac7184f23,1,3.3090650787841437e-06
0ece200ac7184f23,1,3.306920928537878e-06
0ece200ac7184f23,1,3.2966198752598554e-06
0ece200ac7184f23,1,3.263279002671273e-06
0f862ba6b3a44d53,1,1.241944484287285e-05
0f862ba6b3a44d53,1,1.104034905226489e-05
0f862ba6b3a44d53,1,9.536674365694346e-06
0f862ba6b3a44d53,1,9.360285726940868e-06
0f862ba6b3a44d53,1,9.325099606590974e-06
0f862ba6b3a44d53,1,9.25034752275734e-06
0f862ba6b3a44d53,1,9.249629310718617e-06
0f862ba6b3a44d53,1,9.249354162908352e-06
0f862ba6b3a44d53,1,9.208418975102412e-06
0f862ba6b3a44d53,1,9.19864328103898e-06
12b7ea40074d3b20,1,1.158964099126405e-05
12b7ea40074d3b20,1,1.1554546951875325e-05
12b7ea40074d3b20,1,1.131038128259544e-05
12b7ea40074d3b20,1,1.0984863772898673e-05
12b7ea40074d3b20,1,1.0505306204598495e-05
12b7ea40074d3b20,1,1.0457413646881101e-05
12b7ea40074d3b20,1,1.0210640054750073e-05
12b7ea40074d3b20,1,1.0007692688891183e-05
12b7ea40074d3b20,1,9.956109008895907e-06
12b7ea40074d3b20,1,9.952828761105968e-06
