ImageID,Prediction,Score
01ab773186c630c4,1,1.2640980034154086e-05
01ab773186c630c4,1,1.2097550575828385e-05
01ab773186c630c4,1,1.2085033840098352e-05
01ab773186c630c4,1,1.1464686930716105e-05
01ab773186c630c4,1,1.140252577531906e-05
01ab773186c630c4,1,1.1384568619161103e-05
01ab773186c630c4,1,1.1222604738868886e-05
01ab773186c630c4,1,1.1185672843898174e-05
01ab773186c630c4,1,1.0871948568483913e-05
01ab773186c630c4,1,1.0859113403415433e-05
057d0e3dc7e56806,1,1.1834834809470541e-05
057d0e3dc7e56806,1,1.1138033883377367e-05
057d0e3dc7e56806,1,1.0870783066081958e-05
057d0e3dc7e56806,1,1.069676732103315e-05
057d0e3dc7e56806,1,1.0521110363862771e-05
057d0e3dc7e56806,1,1.051891949453296e-05
057d0e3dc7e56806,1,1.0372026431807738e-05
057d0e3dc7e56806,1,1.0156055605794343e-05
057d0e3dc7e56806,1,1.0121410899009464e-05
057d0e3dc7e56806,1,9.902588477055544e-06
0709eb8e8c2d19fa,1,1.190236557969538e-05
0709eb8e8c2d19fa,1,1.1800946813117938e-05
0709eb8e8c2d19fa,1,1.1083728038637508e-05
0709eb8e8c2d19fa,1,1.0734812884792326e-05
0709eb8e8c2d19fa,1,1.060002162074751e-05
0709eb8e8c2d19fa,1,1.0533220342508737e-05
0709eb8e8c2d19fa,1,1.0470954004777584e-05
0709eb8e8c2d19fa,1,1.0304398517051068e-05
0709eb8e8c2d19fa,1,1.023711022938525e-05
0709eb8e8c2d19fa,1,1.0211999756622182e-05
105c98d1ee5f03ef,0,5.411585904327119e-06
105c98d1ee5f03ef,1,5.0985087152207155e-06
105c98d1ee5f03ef,0,5.022075308458686e-06
105c98d1ee5f03ef,1,4.9707651543818386e-06
105c98d1ee5f03ef,1,4.966983723778534e-06
105c98d1ee5f03ef,1,4.80882944472313e-06
105c98d1ee5f03ef,1,4.762383333619016e-06
105c98d1ee5f03ef,1,4.687331070342648e-06
105c98d1ee5f03ef,1,4.526353925516657e-06
105c98d1ee5f03ef,1,4.488859408211275e-06
11596769ce629446,0,5.709015800293303e-06
11596769ce629446,1,5.581878033744176e-06
11596769ce629446,0,5.496489981129065e-06
11596769ce629446,1,5.478223725363331e-06
11596769ce629446,1,5.359458940972101e-06
11596769ce629446,0,5.2230668305977285e-06
11596769ce629446,1,5.135948167963518e-06
11596769ce629446,1,5.12041608970232e-06
11596769ce629446,1,5.091160442454903e-06
11596769ce629446,1,5.0863443009285345e-06
12527a39a5152a59,1,7.984229343861643e-06
12527a39a5152a59,1,7.896982189932102e-06
12527a39a5152a59,1,7.87064863931524e-06
12527a39a5152a59,1,7.488013925591327e-06
12527a39a5152a59,1,7.443737040940911e-06
12527a39a5152a59,1,7.225024575455296e-06
12527a39a5152a59,1,7.16625713955264e-06
12527a39a5152a59,1,7.155845961938617e-06
12527a39a5152a59,1,7.1054040852495275e-06
12527a39a5152a59,1,7.080922271561401e-06
142a3027db90d68e,1,7.2073230309871715e-06
142a3027db90d68e,1,6.120872581075138e-06
142a3027db90d68e,1,5.580756654404692e-06
142a3027db90d68e,1,5.42420237086705e-06
142a3027db90d68e,1,5.371300854852797e-06
142a3027db90d68e,1,5.345804290521867e-06
142a3027db90d68e,1,5.301875209419132e-06
142a3027db90d68e,1,5.291432051557899e-06
142a3027db90d68e,1,5.277671205139499e-06
142a3027db90d68e,1,5.2686222668599925e-06
16a44cc5af5eaeff,1,1.1068547785543672e-05
16a44cc5af5eaeff,1,1.0113332080994377e-05
16a44cc5af5eaeff,1,9.87753058484196e-06
16a44cc5af5eaeff,1,8.618788239012128e-06
16a44cc5af5eaeff,1,8.28946730840181e-06
16a44cc5af5eaeff,1,8.23622608430652e-06
16a44cc5af5eaeff,1,8.158807853354366e-06
16a44cc5af5eaeff,1,8.129621109005678e-06
16a44cc5af5eaeff,1,8.029697627635743e-06
16a44cc5af5eaeff,1,8.001540855203189e-06
17712bc05cde6832,1,6.742341037006648e-06
17712bc05cde6832,1,6.5010719271926846e-06
17712bc05cde6832,1,6.284841057827596e-06
17712bc05cde6832,1,6.0725555401929805e-06
17712bc05cde6832,1,6.021017710854695e-06
17712bc05cde6832,0,6.007549300996063e-06
17712bc05cde6832,1,6.004042551579648e-06
17712bc05cde6832,1,5.911076352602769e-06
17712bc05cde6832,1,5.832902940841995e-06
17712bc05cde6832,1,5.80338871788581e-06
1872ac6a8cfded6b,1,6.125919149252618e-06
1872ac6a8cfded6b,1,5.999839848735402e-06
1872ac6a8cfded6b,1,5.933146227456213e-06
1872ac6a8cfded6b,1,5.914981261354593e-06
1872ac6a8cfded6b,1,5.865436629828507e-06
1872ac6a8cfded6b,1,5.803389643757899e-06
1872ac6a8cfded6b,1,5.787888739938289e-06
1872ac6a8cfded6b,1,5.769573824852395e-06
1872ac6a8cfded6b,1,5.737404946651444e-06
1872ac6a8cfded6b,1,5.683696984599982e-06
1d51cea4bb42dbf9,1,6.844734153935302e-06
1d51cea4bb42dbf9,1,6.193475341679511e-06
1d51cea4bb42dbf9,1,5.602301581264821e-06
1d51cea4bb42dbf9,1,5.41063178182299e-06
1d51cea4bb42dbf9,1,5.285711576776984e-06
1d51cea4bb42dbf9,1,5.198126730575473e-06
1d51cea4bb42dbf9,1,5.174522525402413e-06
1d51cea4bb42dbf9,0,5.076482470687689e-06
1d51cea4bb42dbf9,1,5.073941609931258e-06
1d51cea4bb42dbf9,1,4.989262874936325e-06
