ImageID,Prediction,Score
01408d986127ece3,1,8.458860191158375e-06
01408d986127ece3,1,7.952934572556718e-06
01408d986127ece3,1,7.74862763769136e-06
01408d986127ece3,1,7.63856467163604e-06
01408d986127ece3,1,7.461189424032148e-06
01408d986127ece3,1,7.301496891507963e-06
01408d986127ece3,0,7.210900445873427e-06
01408d986127ece3,1,7.208046104019518e-06
01408d986127ece3,0,7.193211855771434e-06
01408d986127ece3,1,7.184415271195544e-06
01408d986127ece3,1,7.121542921458715e-06
01408d986127ece3,1,7.079550813325176e-06
01408d986127ece3,1,7.076471265449552e-06
01408d986127ece3,1,7.049022209026178e-06
01408d986127ece3,1,6.851405171314354e-06
01408d986127ece3,0,6.777968076653413e-06
01408d986127ece3,1,6.728087087769939e-06
01408d986127ece3,1,6.727487308100378e-06
01408d986127ece3,1,6.709846287156761e-06
01408d986127ece3,1,6.705342855617486e-06
01408d986127ece3,1,6.632478944279814e-06
01408d986127ece3,1,6.5907539824847195e-06
01408d986127ece3,1,6.578158404944371e-06
01408d986127ece3,1,6.573464483799044e-06
01408d986127ece3,1,6.569572704665023e-06
01408d986127ece3,1,6.541257659002297e-06
01408d986127ece3,1,6.466277440748921e-06
01408d986127ece3,1,6.4599259842269735e-06
01408d986127ece3,1,6.429427484257833e-06
01408d986127ece3,1,6.427215160796886e-06
01408d986127ece3,1,6.416605886886902e-06
01408d986127ece3,1,6.4155341264946394e-06
01408d986127ece3,0,6.411530841451565e-06
01408d986127ece3,1,6.357509015501802e-06
01408d986127ece3,1,6.329244438239426e-06
01408d986127ece3,1,6.3158316949615e-06
01408d986127ece3,1,6.314177319457613e-06
01408d986127ece3,1,6.292965138741926e-06
01408d986127ece3,1,6.231485137776243e-06
01408d986127ece3,0,6.227808167134261e-06
01408d986127ece3,1,6.1938241266178745e-06
01408d986127ece3,1,6.1656815455069056e-06
01408d986127ece3,1,6.154132365512442e-06
01408d986127ece3,1,6.127321682965588e-06
01408d986127ece3,1,6.098579001953163e-06
01408d986127ece3,1,6.0955914037057055e-06
01408d986127ece3,0,6.06677109181693e-06
01408d986127ece3,1,6.044422388098692e-06
01408d986127ece3,1,6.039394048687147e-06
01408d986127ece3,1,6.035297198960805e-06
01408d986127ece3,0,6.027947837816792e-06
01408d986127ece3,1,6.026039762372272e-06
01408d986127ece3,1,6.013686515760077e-06
01408d986127ece3,0,6.001853131866376e-06
01408d986127ece3,1,5.99676503146512e-06
01408d986127ece3,1,5.992335504996838e-06
01408d986127ece3,1,5.990908350594679e-06
01408d986127ece3,1,5.987967430476835e-06
01408d986127ece3,1,5.962677114682769e-06
01408d986127ece3,1,5.9418926846237965e-06
01408d986127ece3,1,5.901491770140982e-06
01408d986127ece3,1,5.892798052001652e-06
01408d986127ece3,1,5.88981159416278e-06
01408d986127ece3,1,5.885491318108486e-06
01408d986127ece3,0,5.866807094938926e-06
01408d986127ece3,1,5.862558911976979e-06
01408d986127ece3,1,5.840193247618825e-06
01408d986127ece3,1,5.830196667701764e-06
01408d986127ece3,1,5.815927435029073e-06
01408d986127ece3,1,5.806465079593742e-06
01408d986127ece3,1,5.800782130804469e-06
01408d986127ece3,1,5.799889950324665e-06
01408d986127ece3,1,5.7898947448439386e-06
01408d986127ece3,1,5.770640782785203e-06
01408d986127ece3,1,5.766524239236837e-06
01408d986127ece3,1,5.76561310008902e-06
01408d986127ece3,1,5.741474928037348e-06
01408d986127ece3,1,5.732809116843161e-06
01408d986127ece3,1,5.727221648580616e-06
01408d986127ece3,1,5.7030711774040724e-06
01408d986127ece3,1,5.699037476874993e-06
01408d986127ece3,1,5.698327075564654e-06
01408d986127ece3,1,5.692072844882369e-06
01408d986127ece3,1,5.691570359660303e-06
01408d986127ece3,0,5.6879668284500235e-06
01408d986127ece3,1,5.684866810757493e-06
01408d986127ece3,1,5.6818805160048965e-06
01408d986127ece3,1,5.679641837376324e-06
01408d986127ece3,1,5.678944420985381e-06
01408d986127ece3,1,5.674258825483693e-06
01408d986127ece3,1,5.66113959175334e-06
01408d986127ece3,1,5.65968767540535e-06
01408d986127ece3,1,5.638126637025029e-06
01408d986127ece3,1,5.583118252430065e-06
01408d986127ece3,1,5.548139296965824e-06
01408d986127ece3,1,5.53272332863384e-06
01408d986127ece3,1,5.531638583922618e-06
01408d986127ece3,1,5.498613535805093e-06
01408d986127ece3,1,5.483788236360186e-06
01408d986127ece3,1,5.482517607056791e-06
01408d986127ece3,1,5.48203166114061e-06
01408d986127ece3,1,5.478482365088991e-06
01408d986127ece3,1,5.475628222661997e-06
01408d986127ece3,1,5.469654431499335e-06
01408d986127ece3,1,5.467581866620886e-06
01408d986127ece3,1,5.4585888867685344e-06
01408d986127ece3,1,5.4525103400544715e-06
01408d986127ece3,1,5.45168029763074e-06
01408d986127ece3,1,5.4510339823438105e-06
01408d986127ece3,1,5.450379256023587e-06
01408d986127ece3,1,5.445809595674935e-06
01408d986127ece3,1,5.429639673545907e-06
01408d986127ece3,1,5.428498625654156e-06
01408d986127ece3,1,5.420100607396736e-06
01408d986127ece3,1,5.411645232345142e-06
01408d986127ece3,1,5.4051878942904305e-06
01408d986127ece3,0,5.396366729434554e-06
01408d986127ece3,1,5.396273790881857e-06
01408d986127ece3,1,5.395746679473302e-06
01408d986127ece3,1,5.3949693873142255e-06
01408d986127ece3,1,5.374524411100858e-06
01408d986127ece3,1,5.361929336737919e-06
01408d986127ece3,1,5.355481846535415e-06
01408d986127ece3,0,5.353150030358519e-06
01408d986127ece3,1,5.348594470846127e-06
01408d986127ece3,1,5.3305299252604364e-06
01408d986127ece3,1,5.319892775047206e-06
01408d986127ece3,1,5.319376684016274e-06
01408d986127ece3,1,5.318167680882412e-06
01408d986127ece3,1,5.314346157340342e-06
01408d986127ece3,1,5.3119919453225095e-06
01408d986127ece3,1,5.309425164078012e-06
01408d986127ece3,1,5.27112863217519e-06
01408d986127ece3,1,5.269688097902785e-06
01408d986127ece3,1,5.258424825587542e-06
01408d986127ece3,1,5.252078702661257e-06
01408d986127ece3,1,5.248172884828253e-06
01408d986127ece3,1,5.2293988093898474e-06
01408d986127ece3,1,5.224965922607966e-06
01408d986127ece3,1,5.213379005065307e-06
01408d986127ece3,1,5.213362665654599e-06
01408d986127ece3,1,5.208946963494301e-06
01408d986127ece3,1,5.208610257610496e-06
01408d986127ece3,1,5.203914753183078e-06
01408d986127ece3,1,5.19403889189007e-06
01408d986127ece3,1,5.18777937724425e-06
01408d986127ece3,1,5.184649728358843e-06
01408d986127ece3,1,5.174524989968816e-06
01408d986127ece3,1,5.1723658203457765e-06
01408d986127ece3,1,5.1711902204397315e-06
01408d986127ece3,1,5.166732105833754e-06
01408d986127ece3,1,5.166528035662846e-06
01408d986127ece3,1,5.164542132225754e-06
01408d986127ece3,1,5.160748047132253e-06
01408d986127ece3,1,5.160643741127953e-06
01408d986127ece3,1,5.15359426618539e-06
01408d986127ece3,1,5.153358882393087e-06
01408d986127ece3,1,5.152633222946042e-06
